Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[133]    0.0    0.00    0.00      18         float YAML::Node::as<float>() const [133]
                0.00    0.00      18/18          YAML::convert<float>::decode(YAML::Node const&, float&) [132]
-----------------------------------------------
                0.00    0.00       8/16          YAML::Scanner::PushToken(YAML::Token::TYPE) [146]
                0.00    0.00       8/16          YAML::Scanner::PopIndent() [145]
[134]    0.0    0.00    0.00      16         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [134]
-----------------------------------------------
                0.00    0.00       1/14          YAML::Scanner::GetValueRegex() const [81]
                0.00    0.00       1/14          YAML::ScanScalar[abi:cxx11](YAML::Stream&, YAML::ScanScalarParams&) [104]
                0.00    0.00       2/14          YAML::Scanner::ScanToNextToken() [80]
                0.00    0.00       2/14          YAML::Exp::BlankOrBreak() [137]
                0.00    0.00       2/14          YAML::Scanner::ScanPlainScalar() [109]
                0.00    0.00       3/14          YAML::Scanner::ScanNextToken() [78]
                0.00    0.00       3/14          YAML::Exp::PlainScalar() [107]
[135]    0.0    0.00    0.00      14         YAML::operator|(YAML::RegEx const&, YAML::RegEx const&) [135]
                0.00    0.00      28/45          void std::vector<YAML::RegEx, std::allocator<YAML::RegEx> >::_M_realloc_insert<YAML::RegEx const&>(__gnu_cxx::__normal_iterator<YAML::RegEx*, std::vector<YAML::RegEx, std::allocator<YAML::RegEx> > >, YAML::RegEx const&) [114]
                0.00    0.00      14/29          YAML::RegEx::RegEx(YAML::REGEX_OP) [129]
-----------------------------------------------
                0.00    0.00      11/11          YAML::Scanner::ScanPlainScalar() [109]
[136]    0.0    0.00    0.00      11         void std::deque<YAML::Token, std::allocator<YAML::Token> >::_M_push_back_aux<YAML::Token const&>(YAML::Token const&) [136]
                0.00    0.00       4/5           std::deque<YAML::Token, std::allocator<YAML::Token> >::_M_reallocate_map(unsigned long, bool) [158]
-----------------------------------------------
                0.00    0.00       1/9           YAML::Scanner::GetValueRegex() const [81]
                0.00    0.00       2/9           YAML::Exp::PlainScalar() [107]
                0.00    0.00       2/9           YAML::Scanner::ScanPlainScalar() [109]
                0.00    0.00       4/9           YAML::Scanner::ScanNextToken() [78]
[137]    0.0    0.00    0.00       9         YAML::Exp::BlankOrBreak() [137]
                0.00    0.00       2/14          YAML::operator|(YAML::RegEx const&, YAML::RegEx const&) [135]
                0.00    0.00       2/36          YAML::RegEx::RegEx(char) [117]
-----------------------------------------------
                0.00    0.00       8/8           YAML::SingleDocParser::HandleNode(YAML::EventHandler&) <cycle 2> [87]
[138]    0.0    0.00    0.00       8         YAML::NodeBuilder::OnMapStart(YAML::Mark const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, YAML::EmitterStyle::value) [138]
                0.00    0.00       8/63          YAML::NodeBuilder::Push(YAML::Mark const&, unsigned long) [85]
                0.00    0.00       8/8           YAML::detail::node_data::reset_map() [143]
                0.00    0.00       8/8           YAML::detail::node_data::set_type(YAML::NodeType::value) [142]
                0.00    0.00       8/63          YAML::detail::node_data::set_tag(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [91]
                0.00    0.00       8/8           YAML::detail::node_data::set_style(YAML::EmitterStyle::value) [144]
                0.00    0.00       8/63          YAML::detail::node_data::mark_defined() [90]
-----------------------------------------------
                0.00    0.00       8/8           YAML::SingleDocParser::HandleNode(YAML::EventHandler&) <cycle 2> [87]
[139]    0.0    0.00    0.00       8         YAML::NodeBuilder::OnMapEnd() [139]
-----------------------------------------------
                                   8             YAML::SingleDocParser::HandleNode(YAML::EventHandler&) <cycle 2> [87]
[140]    0.0    0.00    0.00       8         YAML::SingleDocParser::HandleBlockMap(YAML::EventHandler&) <cycle 2> [140]
                0.00    0.00      78/133         YAML::Scanner::pop() [74]
                0.00    0.00      70/262         YAML::Scanner::empty() [69]
                0.00    0.00      70/396         YAML::Scanner::peek() [66]
                                  62             YAML::SingleDocParser::HandleNode(YAML::EventHandler&) <cycle 2> [87]
-----------------------------------------------
                0.00    0.00       8/8           YAML::SingleDocParser::HandleNode(YAML::EventHandler&) <cycle 2> [87]
[141]    0.0    0.00    0.00       8         YAML::SingleDocParser::HandleMap(YAML::EventHandler&) [141]
                0.00    0.00       8/396         YAML::Scanner::peek() [66]
-----------------------------------------------
                0.00    0.00       8/8           YAML::NodeBuilder::OnMapStart(YAML::Mark const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, YAML::EmitterStyle::value) [138]
[142]    0.0    0.00    0.00       8         YAML::detail::node_data::set_type(YAML::NodeType::value) [142]
-----------------------------------------------
                0.00    0.00       8/8           YAML::NodeBuilder::OnMapStart(YAML::Mark const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, YAML::EmitterStyle::value) [138]
[143]    0.0    0.00    0.00       8         YAML::detail::node_data::reset_map() [143]
-----------------------------------------------
                0.00    0.00       8/8           YAML::NodeBuilder::OnMapStart(YAML::Mark const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, YAML::EmitterStyle::value) [138]
[144]    0.0    0.00    0.00       8         YAML::detail::node_data::set_style(YAML::EmitterStyle::value) [144]
-----------------------------------------------
                0.00    0.00       1/8           YAML::Scanner::PopAllIndents() [198]
                0.00    0.00       7/8           YAML::Scanner::PopIndentToHere() [79]
[145]    0.0    0.00    0.00       8         YAML::Scanner::PopIndent() [145]
                0.00    0.00       8/16          std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [134]
-----------------------------------------------
                0.00    0.00       8/8           YAML::Scanner::PushIndentTo(int, YAML::Scanner::IndentMarker::INDENT_TYPE) [123]
[146]    0.0    0.00    0.00       8         YAML::Scanner::PushToken(YAML::Token::TYPE) [146]
                0.00    0.00       8/16          std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [134]
-----------------------------------------------
                0.00    0.00       1/8           YAML::Scanner::GetValueRegex() const [81]
                0.00    0.00       1/8           YAML::Exp::PlainScalar() [107]
                0.00    0.00       2/8           YAML::Scanner::ScanPlainScalar() [109]
                0.00    0.00       4/8           YAML::Scanner::ScanNextToken() [78]
[147]    0.0    0.00    0.00       8         YAML::operator+(YAML::RegEx const&, YAML::RegEx const&) [147]
                0.00    0.00      16/45          void std::vector<YAML::RegEx, std::allocator<YAML::RegEx> >::_M_realloc_insert<YAML::RegEx const&>(__gnu_cxx::__normal_iterator<YAML::RegEx*, std::vector<YAML::RegEx, std::allocator<YAML::RegEx> > >, YAML::RegEx const&) [114]
                0.00    0.00       8/29          YAML::RegEx::RegEx(YAML::REGEX_OP) [129]
-----------------------------------------------
                0.00    0.00       8/8           YAML::Scanner::PushIndentTo(int, YAML::Scanner::IndentMarker::INDENT_TYPE) [123]
[148]    0.0    0.00    0.00       8         YAML::Scanner::GetStartTokenFor(YAML::Scanner::IndentMarker::INDENT_TYPE) const [148]
-----------------------------------------------
                0.00    0.00       2/7           SimulationConfig::explodeConfig(YAML::Node) [177]
                0.00    0.00       2/7           SphereConfig::explodeConfig(YAML::Node const&) [175]
                0.00    0.00       3/7           BaseConfig::explodeConfig(YAML::Node const&) [172]
[149]    0.0    0.00    0.00       7         YAML::Node::Type() const [149]
-----------------------------------------------
                0.00    0.00       7/7           getImageFilePaths(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int, BaseConfig&) [166]
[150]    0.0    0.00    0.00       7         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [150]
